id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;home_link;wikipedia_link;keywords
5136;OIAM;medium_airport;Mahshahr Airport;305562;49151901;8;AS;IR;IR-06;Mahshahr;yes;OIAM;MRX;;;https://en.wikipedia.org/wiki/Mahshahr_Airport;
5137;OIAW;medium_airport;Lieutenant General Qasem Soleimani International Airport;313374;48762001;66;AS;IR;IR-06;Ahvaz;yes;OIAW;AWZ;;;https://en.wikipedia.org/wiki/Ahvaz_International_Airport;Ahvaz, Ahvaz International Airport, Ahwaz
5138;OIBA;medium_airport;Abu Musa Island Airport;258757;55033001;23;AS;IR;IR-22;Abu Musa;yes;OIBA;AEU;;;https://en.wikipedia.org/wiki/Abu_Musa_Airport;
5139;OIBB;medium_airport;Bushehr Airport;2,89448E+11;5,08346E+11;68;AS;IR;IR-18;Bushehr;yes;OIBB;BUZ;;;https://en.wikipedia.org/wiki/Bushehr_Airport;
5142;OIBJ;medium_airport;Jam Airport;27820499;523522;2173;AS;IR;IR-18;Jam;no;OIBJ;KNR;;;;Kangan, Tohid, OIBM
5143;OIBK;medium_airport;Kish International Airport;2,65262E+11;5,39802E+16;101;AS;IR;IR-22;Kish Island;yes;OIBK;KIH;;;https://en.wikipedia.org/wiki/Kish_Airport;
5144;OIBL;medium_airport;Bandar Lengeh International Airport;26532283;5482484;67;AS;IR;IR-22;Bandar Lengeh;yes;OIBL;BDH;;;https://en.wikipedia.org/wiki/Bandar_Lengeh_Airport;
5145;OIBP;medium_airport;Persian Gulf International Airport;27379601;52737701;27;AS;IR;IR-18;Khiyaroo;yes;OIBP;PGU;;;https://en.wikipedia.org/wiki/Persian_Gulf_Airport;Asalouyeh, Khalije Fars, PSEEZ, Bandar Asalouyeh, Pars-Special-Zone, ??????
5146;OIBQ;medium_airport;Khark Airport;29260503;50322193;17;AS;IR;IR-18;Khark;no;OIBQ;KHK;;;;
5147;OIBS;medium_airport;Siri Airport;25908899;54539398;43;AS;IR;IR-22;Siri;no;OIBS;SXI;;;;
5148;OIBV;medium_airport;Lavan Airport;26810742;53354302;76;AS;IR;IR-22;Lavan Airport;no;OIBV;LVP;;;;
5149;OICC;medium_airport;Shahid Ashrafi Esfahani Airport;3,43459E+11;4,71581E+11;4307;AS;IR;IR-05;Kermanshah;yes;OICC;KSH;;;https://en.wikipedia.org/wiki/Shahid_Ashrafi_Esfahani_Airport;
5150;OICI;medium_airport;Ilam Airport;3,35866E+15;4,64048E+15;4404;AS;IR;IR-16;Ilam;no;OICI;IIL;;;https://en.wikipedia.org/wiki/Ilam_Airport;
5151;OICK;medium_airport;Khoram Abad Airport;3,34354E+15;4,82829E+16;3782;AS;IR;IR-15;;yes;OICK;KHD;;;https://en.wikipedia.org/wiki/Khorramabad_Airport;
5152;OICS;medium_airport;Sanandaj Airport;3,52459E+15;4,70092E+15;4522;AS;IR;IR-12;;yes;OICS;SDG;;;https://en.wikipedia.org/wiki/Sanandaj_Airport;
5155;OIFK;medium_airport;Kashan Airport;33895302;51577;3465;AS;IR;IR-10;Kashan;yes;OIFK;KKS;;;https://en.wikipedia.org/wiki/Kashan_Airport;
5156;OIFM;medium_airport;Isfahan Shahid Beheshti International Airport;32750755;51861483;5059;AS;IR;IR-10;Isfahan;yes;OIFM;IFN;;;https://en.wikipedia.org/wiki/Isfahan_International_Airport;Esfahan
5157;OIFP;medium_airport;Badr Air Base;32621101;51696999;5242;AS;IR;IR-10;Esfahan;no;OIFP;;;;;Sepah Air Base
5158;OIFS;medium_airport;Shahrekord Airport;3,22972E+11;5,08422E+16;6723;AS;IR;IR-14;Shahrekord;no;OIFS;CQD;;;https://en.wikipedia.org/wiki/Shahrekord_Airport;
5159;OIGG;medium_airport;Sardar-e-Jangal Airport;37323333;49617778;-40;AS;IR;IR-01;Rasht;yes;OIGG;RAS;;http://rasht.airport.ir/HomePage.aspx?site=rasht.airport&lang=fa-IR&tabid=0;https://en.wikipedia.org/wiki/Rasht_Airport;
5160;OIHH;medium_airport;Hamadan Airport;34869202;48552502;5755;AS;IR;IR-13;Hamadan;yes;OIHH;HDM;;;;
5162;OIHS;medium_airport;Nojeh Air Base;35211601;486534;5609;AS;IR;IR-13;Amirabad;no;OIHS;;;;;Hamadan Air Base
5166;OIIE;large_airport;Imam Khomeini International Airport;3,54161E+16;5,11522E+16;3305;AS;IR;IR-23;Tehran;yes;OIIE;IKA;;http://www.ikia.ir/;https://en.wikipedia.org/wiki/Imam_Khomeini_International_Airport;Ahmadabad
5168;OIII;large_airport;Mehrabad International Airport;3,56892E+15;5,13134E+15;3962;AS;IR;IR-23;Tehran;yes;OIII;THR;;;https://en.wikipedia.org/wiki/Mehrabad_International_Airport;
5169;OIIK;medium_airport;Qazvin Airport;36240101;500471;4184;AS;IR;IR-26;Qazvin;no;OIIK;GZW;;;https://en.wikipedia.org/wiki/Qazvin_Airport;Ghazvin
5170;OIIM;medium_airport;Naja Airport;35776299;50881001;4040;AS;IR;IR-30;Karaj;no;OIIM;;;;;
5171;OIIP;medium_airport;Payam Karaj International Airport;357761;50826698;4170;AS;IR;IR-30;Karaj;yes;OIIP;PYK;;;https://en.wikipedia.org/wiki/Payam_International_Airport;
5172;OIKB;medium_airport;Bandar Abbas International Airport;2,72183E+16;5,63778E+15;22;AS;IR;IR-22;Bandar Abbas;yes;OIKB;BND;;;https://en.wikipedia.org/wiki/Bandar_Abbas_International_Airport;
5173;OIKJ;medium_airport;Jiroft Airport;28723519;57675037;2663;AS;IR;IR-08;Jiroft;no;OIKJ;JYR;;;https://en.wikipedia.org/wiki/Jiroft_Airport;Sabzevaran
5174;OIKK;medium_airport;Ayatollah Hashemi Rafsanjani International Airport;30271276;56949692;5741;AS;IR;IR-08;Kerman;yes;OIKK;KER;;;https://en.wikipedia.org/wiki/Ayatollah_Hashemi_Rafsanjani_Airport;
5175;OIKM;medium_airport;Bam Airport;290842;58450001;3231;AS;IR;IR-08;Bam;yes;OIKM;BXR;;;https://en.wikipedia.org/wiki/Bam_Airport;
5178;OIKR;medium_airport;Rafsanjan Airport;30298345;56048979;5298;AS;IR;IR-08;Rafsanjan;yes;OIKR;RJN;;;https://en.wikipedia.org/wiki/Rafsanjan_Airport;
5179;OIKY;medium_airport;Sirjan Airport;295509;55672699;5846;AS;IR;IR-08;Sirjan;no;OIKY;SYJ;;;;
5180;OIMB;medium_airport;Birjand International Airport;32896525;59281258;4952;AS;IR;IR-29;Birjand;yes;OIMB;XBJ;;;https://en.wikipedia.org/wiki/Birjand_Airport;
5181;OIMC;medium_airport;Sarakhs Airport;3,65012E+15;6,10649E+15;945;AS;IR;IR-09;Sarakhs;no;OIMC;CKT;;;;
5183;OIMM;large_airport;Mashhad International Airport;3,62352E+16;5,9641E+15;3263;AS;IR;IR-09;Mashhad;yes;OIMM;MHD;;;https://en.wikipedia.org/wiki/Mashhad_International_Airport;Shahid Hashemi Nejad Airport
5184;OIMN;medium_airport;Bojnord Airport;3,7493E+15;5,73082E+15;3499;AS;IR;IR-28;Bojnord;yes;OIMN;BJB;;;https://en.wikipedia.org/wiki/Bojnourd_Airport;Bojnourd
5185;OIMS;medium_airport;Sabzevar National Airport;3,61681E+15;5,75952E+15;3010;AS;IR;IR-09;Sabzevar;yes;OIMS;AFZ;;;https://en.wikipedia.org/wiki/Sabzevar_Airport;
5186;OIMT;medium_airport;Tabas Airport;3,36678E+11;5,68927E+11;2312;AS;IR;IR-21;Tabas;no;OIMT;TCX;;;;
5188;OING;medium_airport;Gorgan Airport;3,69094E+16;5,44013E+11;-24;AS;IR;IR-27;Gorgan;no;OING;GBT;;;https://en.wikipedia.org/wiki/Gorgan_Airport;
5190;OINN;medium_airport;Nowshahr Airport;36664286;5146273;-61;AS;IR;IR-02;Nowshahr;yes;OINN;NSH;;;https://en.wikipedia.org/wiki/Noshahr_Airport;Noshahr
5191;OINR;medium_airport;Ramsar Airport;3690701;50687316;-70;AS;IR;IR-02;Ramsar;yes;OINR;RZR;;;https://en.wikipedia.org/wiki/Ramsar_Airport;
5192;OINZ;medium_airport;Sari Dasht-e Naz International Airport;36644408;53188761;35;AS;IR;IR-02;Sari;yes;OINZ;SRY;;;https://en.wikipedia.org/wiki/Dasht-e_Naz_Airport;
5193;OISF;medium_airport;Fasa Airport;288918;53723301;4261;AS;IR;IR-07;Fasa;no;OISF;FAZ;;;;
5195;OISL;medium_airport;Lar Airport;276747;54383301;2641;AS;IR;IR-07;Lar;yes;OISL;LRR;;;https://en.wikipedia.org/wiki/Larestan_International_Airport;
5196;OISR;medium_airport;Lamerd Airport;273727;53188801;1337;AS;IR;IR-07;Lamerd;yes;OISR;LFM;;;https://en.wikipedia.org/wiki/Lamerd_Airport;
5197;OISS;large_airport;Shiraz Shahid Dastghaib International Airport;295392;52589802;4927;AS;IR;IR-07;Shiraz;yes;OISS;SYZ;;http://shirazairport.ir/;https://en.wikipedia.org/wiki/Shiraz_International_Airport;
5198;OISY;medium_airport;Yasuj Airport;30702238;51542988;5939;AS;IR;IR-17;Yasuj;no;OISY;YES;;;https://en.wikipedia.org/wiki/Yasuj_Airport;Yasouj
5200;OITL;medium_airport;Ardabil Airport;3,83257E+11;4,84244E+11;4315;AS;IR;IR-24;Ardabil;yes;OITL;ADU;;;https://en.wikipedia.org/wiki/Ardabil_Airport;
5203;OITR;medium_airport;Urmia Airport;3,76681E+11;4,50687E+11;4343;AS;IR;IR-04;Urmia;yes;OITR;OMH;;;https://en.wikipedia.org/wiki/Urmia_Airport;
5204;OITT;medium_airport;Tabriz International Airport;381339;46235001;4459;AS;IR;IR-03;Tabriz;yes;OITT;TBZ;;http://www.tabrizairport.ir/;https://en.wikipedia.org/wiki/Tabriz_International_Airport;IRIAF
5205;OITZ;medium_airport;Zanjan Airport;3,67737E+11;4,83594E+11;5382;AS;IR;IR-19;Zanjan;no;OITZ;JWN;;;https://en.wikipedia.org/wiki/Zanjan_Airport;
5206;OIYY;medium_airport;Shahid Sadooghi Airport;3,19049E+11;5,42765E+11;4054;AS;IR;IR-21;Yazd;yes;OIYY;AZD;;;https://en.wikipedia.org/wiki/Shahid_Sadooghi_Airport;
5207;OIZB;medium_airport;Zabol Airport;31098301;615439;1628;AS;IR;IR-11;Zabol;no;OIZB;ACZ;;;https://en.wikipedia.org/wiki/Zabol_Airport;
5208;OIZC;medium_airport;Chabahar Konarak International Airport;2544573;6038246;13;AS;IR;IR-11;Konarak;yes;OIZC;ZBR;ZBR;;;
5209;OIZH;medium_airport;Zahedan International Airport;2,94757E+15;6,09062E+15;4564;AS;IR;IR-11;Zahedan;yes;OIZH;ZAH;;;https://en.wikipedia.org/wiki/Zahedan_International_Airport;
5210;OIZI;medium_airport;Iranshahr Airport;27236099;60720001;2040;AS;IR;IR-11;Iranshahr;no;OIZI;IHR;;;https://en.wikipedia.org/wiki/Iranshahr_Airport;
5212;OJAI;large_airport;Queen Alia International Airport;3,17226E+11;3,59932E+11;2395;AS;JO;JO-AM;Amman;yes;OJAI;AMM;;;https://en.wikipedia.org/wiki/Queen_Alia_International_Airport;
5213;OJAM;medium_airport;Amman Civil (Marka International) Airport;319727;359916;2555;AS;JO;JO-AM;Amman;yes;OJAM;ADJ;;;https://en.wikipedia.org/wiki/Amman_Civil_Airport;King Abdullah Air Base
5214;OJAQ;medium_airport;Aqaba King Hussein International Airport;2,96116E+16;3,50181E+15;175;AS;JO;JO-AQ;Aqaba;yes;OJAQ;AQJ;;;https://en.wikipedia.org/wiki/Aqaba_Airport;
3354;OJMS;medium_airport;Muwaffaq Salti Air Base;318256;36782001;1706;AS;JO;JO-AZ;Al Azraq;no;OJMS;;OJ40;;https://en.wikipedia.org/wiki/Muwaffaq_Salti_Air_Base;Shaheed Mwaffaq, Al Shaheed Muwaffaq Salti Air Base
32108;OKAJ;medium_airport;Ahmed Al Jaber Air Base;2,89348E+11;4,77919E+16;409;AS;KW;KW-AH;Ahmed Al Jaber AB;no;OKAJ;XIJ;;;https://en.wikipedia.org/wiki/Ahmed_Al_Jaber_Air_Base;
5219;OKAS;medium_airport;Ali Al Salem Air Base;29344632;47511215;472;AS;KW;KW-JA;Al Damaikhi;no;OKAS;;;;https://en.wikipedia.org/wiki/Ali_Al_Salem_Air_Base;The Rock
5220;OKBK;large_airport;Kuwait International Airport;29226601;47968899;206;AS;KW;KW-FA;Kuwait City;yes;OKKK;KWI;;https://www.kuwaitairport.gov.kw/en/;https://en.wikipedia.org/wiki/Kuwait_International_Airport;OKBK, Al Mubarak Air Base
5222;OLBA;large_airport;Beirut Rafic Hariri International Airport;3,38209E+16;3,54884E+16;87;AS;LB;LB-JL;Beirut;yes;OLBA;BEY;;http://www.beirutairport.gov.lb/;https://en.wikipedia.org/wiki/Beirut_Rafic_Hariri_International_Airport;Chaldea, Beirut Air Base, ???? ????? ???? ??????? ??????
5223;OLKA;medium_airport;Rene Mouawad Air Base / Kleyate Airport;34589298;36011299;75;AS;LB;LB-AS;Tripoli;no;OLKA;KYE;;;https://en.wikipedia.org/wiki/Rene_Mouawad_Air_Base;Kleyate Airport, Al Qulay`at, Qulayaat, El Qlaïaat, ?ar?bulus, ???? ?????? ?????? ?????
5224;OLRA;medium_airport;Rayak Air Base;3,38508E+16;3,59877E+16;3018;AS;LB;LB-BI;Rayak;no;OLRA;;;;https://en.wikipedia.org/wiki/Rayak_Air_Base;
299738;OM-0003;large_airport;Duqm International Airport;19501944;57634167;364;AS;OM;OM-WU;Duqm;yes;OODQ;DQM;;http://www.omanairports.com/;https://en.wikipedia.org/wiki/Duqm_Jaaluni_Airport;
299747;OM-0004;medium_airport;Mussanah Airport;23640556;574875;372;AS;OM;OM-BA;Al Masna'ah;no;OOMN;MNH;;;https://en.wikipedia.org/wiki/Rustaq_Airport;Musanaa, Wadi al Maawil, Al Muladdah, OORQ, Rustaq Airport
340196;OM-0007;medium_airport;Ras Al Hadd Airport;2225691;5974067;;AS;OM;OM-SH;Ras ar Ruays;no;OORH;;;;;
5226;OMAA;large_airport;Abu Dhabi International Airport;24443764;54651718;88;AS;AE;AE-AZ;Abu Dhabi;yes;OMAA;AUH;;http://www.abudhabiairport.ae/;https://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport;
5227;OMAD;medium_airport;Al Bateen Executive Airport;24428301;54458099;16;AS;AE;AE-AZ;Abu Dhabi;no;OMAD;AZI;;;https://en.wikipedia.org/wiki/Al_Bateen_Executive_Airport;Former Abu Dhabi International Airport
5230;OMAL;medium_airport;Al Ain International Airport;2,42617E+16;5,56092E+15;869;AS;AE;AE-AZ;Al Ain;yes;OMAL;AAN;;;https://en.wikipedia.org/wiki/Al_Ain_International_Airport;
5231;OMAM;medium_airport;Al Dhafra Air Base;2,42482E+16;5,45477E+16;77;AS;AE;AE-AZ;;no;OMAM;DHF;;https://www.dhafra.af.mil/;https://en.wikipedia.org/wiki/Al_Dhafra_Air_Base;
315653;OMBY;medium_airport;Sir Bani Yas Airport;24283611;52580278;25;AS;AE;AE-AZ;Sir Bani Yas;no;OMBY;XSB;OMBY;;https://en.wikipedia.org/wiki/Sir_Bani_Yas_Airport;Yas Island
5235;OMDB;large_airport;Dubai International Airport;2,52528E+11;5,53644E+11;62;AS;AE;AE-DU;Dubai;yes;OMDB;DXB;;http://www.dubaiairport.com/dia/english/home/;https://en.wikipedia.org/wiki/Dubai_International_Airport;???? ??? ???????
5236;OMDM;medium_airport;Al Minhad Air Base;2,50268E+11;5,53662E+11;165;AS;AE;AE-DU;Dubai;no;OMDM;NHD;;;https://en.wikipedia.org/wiki/Al_Minhad_Air_Base;
300320;OMDW;large_airport;Al Maktoum International Airport;24896356;55161389;114;AS;AE;AE-DU;Jebel Ali;yes;OMDW;DWC;;https://www.dubaiairports.ae/;https://en.wikipedia.org/wiki/Al_Maktoum_International_Airport;
5237;OMFJ;medium_airport;Fujairah International Airport;2,51122E+16;5,6324E+15;152;AS;AE;AE-FU;;yes;OMFJ;FJR;;;https://en.wikipedia.org/wiki/Fujairah_International_Airport;
5238;OMRK;medium_airport;Ras Al Khaimah International Airport;2,56135E+16;5,59388E+15;102;AS;AE;AE-RK;Ras Al Khaimah;yes;OMRK;RKT;;;https://en.wikipedia.org/wiki/Ras_Al_Khaimah_International_Airport;
5239;OMSJ;large_airport;Sharjah International Airport;2,53286E+15;5,55172E+14;111;AS;AE;AE-SH;Sharjah;yes;OMSJ;SHJ;;;https://en.wikipedia.org/wiki/Sharjah_International_Airport;
5240;OOKB;medium_airport;Khasab Airport;26171;56240601;100;AS;OM;OM-MU;Khasab;yes;OOKB;KHS;;;https://en.wikipedia.org/wiki/Khasab_Airport;
5241;OOMA;medium_airport;RAFO Masirah;206754;58890499;64;AS;OM;OM-SH;Masirah;no;OOMA;MSH;;;;
5242;OOMS;large_airport;Muscat International Airport;2,35933E+16;5,82844E+16;48;AS;OM;OM-MA;Muscat;yes;OOMS;MCT;;;https://en.wikipedia.org/wiki/Seeb_International_Airport;Seeb International Airport, Masqat
5244;OOSA;medium_airport;Salalah Airport;1,70387E+16;5,40913E+15;73;AS;OM;OM-ZU;Salalah;yes;OOSA;SLL;;http://www.dgcam.gov.om/str/airsalah.htm;https://en.wikipedia.org/wiki/Salalah_Airport;???? ?????
5245;OOTH;medium_airport;Thumrait Air Base;1,7666E+16;5,40246E+16;1570;AS;OM;OM-ZU;Thumrait;no;OOTH;TTH;;;;
5461;OP12;medium_airport;Shamsi Airfield;278465;65160004;2524;AS;PK;PK-BA;Washuk;no;;;;;;OP12, Bandari Air Base
5247;OPBW;medium_airport;Bahawalpur Airport;2,93481E+16;7,1718E+15;392;AS;PK;PK-PB;Bahawalpur;yes;OPBW;BHV;;;https://en.wikipedia.org/wiki/Bahawalpur_Airport;
5248;OPCH;medium_airport;Chitral Airport;35886213;71799922;4920;AS;PK;PK-KP;Chitral;yes;OPCH;CJL;;;https://en.wikipedia.org/wiki/Chitral_Airport;
5249;OPDG;medium_airport;Dera Ghazi Khan Airport;2,9961E+16;7,04859E+15;492;AS;PK;PK-PB;Dera Ghazi Khan;yes;OPDG;DEA;;;https://en.wikipedia.org/wiki/Dera_Ghazi_Khan_Airport;
5250;OPDI;medium_airport;Dera Ismael Khan Airport;3,19094E+16;7,08966E+15;594;AS;PK;PK-KP;Dera Ismael Khan;yes;OPDI;DSK;;;https://en.wikipedia.org/wiki/Dera_Ismail_Khan_Airport;
5251;OPFA;medium_airport;Faisalabad International Airport;3,1365E+16;7,29948E+15;591;AS;PK;PK-PB;Faisalabad;yes;OPFA;LYP;;;https://en.wikipedia.org/wiki/Faisalabad_International_Airport;OPLF
5252;OPGD;medium_airport;Gwadar International Airport;25232391;62327671;36;AS;PK;PK-BA;Gwadar;yes;OPGD;GWD;;;https://en.wikipedia.org/wiki/Gwadar_International_Airport;
5253;OPGT;medium_airport;Gilgit Airport;3,59188E+16;7,43336E+15;4796;AS;PK;PK-GB;Gilgit;yes;OPGT;GIL;;;https://en.wikipedia.org/wiki/Gilgit_Airport;
333692;OPIS;large_airport;Islamabad International Airport;33549;7282566;1761;AS;PK;PK-PB;Attock;yes;OPIS;ISB;;http://www.islamabadairport.com.pk/;https://en.wikipedia.org/wiki/Islamabad_International_Airport;
5254;OPJA;medium_airport;Shahbaz Air Base;2,82842E+15;6,84497E+15;185;AS;PK;PK-SD;Jacobabad;no;OPJA;JAG;;;https://en.wikipedia.org/wiki/Jacobabad_Airbase;
5255;OPKC;large_airport;Jinnah International Airport;249065;67160797;100;AS;PK;PK-SD;Karachi;yes;OPKC;KHI;;;https://en.wikipedia.org/wiki/Jinnah_International_Airport;OPQR, OPHQ, Drigh Road Airstrip, Quaid-E-Azam International Airport
5257;OPLA;large_airport;Allama Iqbal International Airport;31521601;74403603;712;AS;PK;PK-PB;Lahore;yes;OPLA;LHE;;;https://en.wikipedia.org/wiki/Allama_Iqbal_International_Airport;OPLR
5258;OPLH;medium_airport;Walton Airport;31494323;74346914;679;AS;PK;PK-PB;Lahore;no;OPLH;;;;https://en.wikipedia.org/wiki/Walton_Airport;Walton Aerodrome
5259;OPMA;medium_airport;Mangla Airport;3,30501E+15;7,36384E+15;902;AS;PK;PK-PB;Mangla;no;OPMA;XJM;;;https://en.wikipedia.org/wiki/Mangla_Airport;
5260;OPMF;medium_airport;Muzaffarabad Airport;3,4339E+14;7,35086E+15;2691;AS;PK;PK-JK;Muzaffarabad;yes;OPMF;MFG;;;https://en.wikipedia.org/wiki/Muzaffarabad_Airport;
5261;OPMI;medium_airport;Mianwali Air Base;3,25631E+14;7,15707E+14;690;AS;PK;PK-PB;Mianwali;no;OPMI;MWD;;;https://en.wikipedia.org/wiki/Dhamial_Army_Airbase;
5262;OPMJ;medium_airport;Moenjodaro Airport;2,73352E+14;6,81431E+15;154;AS;PK;PK-SD;Moenjodaro;yes;OPMJ;MJD;;;https://en.wikipedia.org/wiki/Moenjodaro_Airport;
5263;OPMR;medium_airport;Masroor Air Base;2,48936E+16;6,69388E+15;35;AS;PK;PK-SD;Karachi;no;OPMR;;;;https://en.wikipedia.org/wiki/Masroor_Airbase;
32124;OPMS;medium_airport;Minhas Air Base;3,38691E+11;7,24009E+11;1023;AS;PK;PK-PB;Kamra;no;OPMS;ATG;;;https://en.wikipedia.org/wiki/Minhas_Airbase;Attock
5264;OPMT;medium_airport;Multan International Airport;3,02032E+15;7,14191E+15;403;AS;PK;PK-PB;Multan;yes;OPMT;MUX;;;https://en.wikipedia.org/wiki/Multan_International_Airport;Multan Air Base
5265;OPNH;medium_airport;Shaheed Benazirabad Airport;262194;68390099;95;AS;PK;PK-SD;Nawabashah;yes;OPNH;WNS;;;https://en.wikipedia.org/wiki/Nawabshah_Airport;
5268;OPPG;medium_airport;Panjgur Airport;2,69545E+16;6,41325E+15;3289;AS;PK;PK-BA;Panjgur;yes;OPPG;PJG;;;https://en.wikipedia.org/wiki/Panjgur_Airport;
5269;OPPI;medium_airport;Pasni Airport;2,52905E+15;6,33451E+15;33;AS;PK;PK-BA;Pasni;yes;OPPI;PSI;;;https://en.wikipedia.org/wiki/Pasni_Airport;
5270;OPPS;medium_airport;Peshawar International Airport;3,39939E+16;7,15146E+15;1158;AS;PK;PK-KP;Peshawar;yes;OPPS;PEW;;;https://en.wikipedia.org/wiki/Peshawar_International_Airport;
5272;OPQT;medium_airport;Quetta International Airport;3,02514E+16;6,69378E+15;5267;AS;PK;PK-BA;Quetta;yes;OPQT;UET;;;https://en.wikipedia.org/wiki/Quetta_International_Airport;
5273;OPRK;medium_airport;Shaikh Zaid Airport;2,83839E+16;7,02796E+15;271;AS;PK;PK-PB;Rahim Yar Khan;yes;OPRK;RYK;;;https://en.wikipedia.org/wiki/Shaikh_Zayed_International_Airport;Rahim Yar Khan Airport
32125;OPRQ;medium_airport;Rafiqui Air Base;3,07581E+16;7,22825E+15;492;AS;PK;PK-PB;Shorkot;no;OPRQ;;;;https://en.wikipedia.org/wiki/Rafiqui_Airbase;
5275;OPRS;medium_airport;Risalpur Air Base;3,40811E+15;7,19726E+15;1050;AS;PK;PK-KP;Risalpur;no;OPRS;;;;https://en.wikipedia.org/wiki/Risalpur_Airbase;
5276;OPRT;medium_airport;Rawalakot Airport;3,38497E+16;7,37981E+15;5479;AS;PK;PK-JK;Rawalakot;yes;OPRT;RAZ;;;https://en.wikipedia.org/wiki/Rawalakot_Airport;
5277;OPSD;medium_airport;Skardu Airport;3,53355E+15;7,5536E+15;7316;AS;PK;PK-GB;Skardu;yes;OPSD;KDU;;;https://en.wikipedia.org/wiki/Skardu_Airport;
5278;OPSF;medium_airport;Faisal Air Base;2,48742E+15;6,71185E+15;29;AS;PK;PK-SD;Karachi;no;OPSF;;;;https://en.wikipedia.org/wiki/Faisal_Airbase;
5279;OPSK;medium_airport;Sukkur Airport;2,7722E+16;6,87917E+15;196;AS;PK;PK-SD;Mirpur Khas;yes;OPSK;SKZ;;;https://en.wikipedia.org/wiki/Sukkur_Airport;
30590;OPSN;medium_airport;Sehwan Sharif Airport;2,64731E+16;6,77172E+15;121;AS;PK;PK-SD;Sehwan Sharif;yes;OPSN;SYW;;;https://en.wikipedia.org/wiki/Sehwan_Sharif_Airport;
32290;OPSR;medium_airport;Mushaf Air Base;3,20486E+15;7,2665E+15;614;AS;PK;PK-PB;Sargodha;no;OPSR;SGI;;;https://en.wikipedia.org/wiki/Mushaf_Airbase;BHW
5280;OPSS;medium_airport;Saidu Sharif Airport;3,48136E+14;7,23528E+15;3183;AS;PK;PK-KP;Saidu Sharif;yes;OPSS;SDT;;;https://en.wikipedia.org/wiki/Saidu_Sharif_Airport;
41624;OPST;medium_airport;Sialkot International Airport;32535557;74363892;837;AS;PK;PK-PB;Sialkot;yes;OPST;SKT;;;https://en.wikipedia.org/wiki/Sialkot_International_Airport;
5281;OPSU;medium_airport;Sui Airport;2,86451E+16;6,91769E+14;763;AS;PK;PK-BA;Sui;no;OPSU;SUL;;;https://en.wikipedia.org/wiki/Sui_Airport;
5283;OPTU;medium_airport;Turbat International Airport;2,59864E+16;6,30302E+15;498;AS;PK;PK-BA;Turbat;yes;OPTU;TUK;;;https://en.wikipedia.org/wiki/Turbat_Airport;
5285;OPZB;medium_airport;Zhob Airport;3,13584E+16;6,94636E+14;4728;AS;PK;PK-BA;Fort Sandeman;yes;OPZB;PZH;;;https://en.wikipedia.org/wiki/Zhob_Airport;
5286;ORAA;medium_airport;Al Asad Air Base;3,37856E+11;4,24412E+11;618;AS;IQ;IQ-AN;H?t;no;ORAA;IQA;;;https://en.wikipedia.org/wiki/Al_Asad_Airbase;Qadisiyah Airbase
5287;ORAT;medium_airport;Al Taqaddum Air Base;3,33381E+12;4,35971E+13;275;AS;IQ;IQ-AN;Al Habbaniyah;no;ORAT;TQD;;;https://en.wikipedia.org/wiki/Al_Taqaddum;Tammuz Airbase, Al Fallujah, Greene Field
5288;ORBD;medium_airport;Balad Southeast Airport / Joint Base Balad;33940201;44361599;161;AS;IQ;IQ-SD;Al Bakr;no;ORBD;;OR9;;https://en.wikipedia.org/wiki/Joint_Base_Balad;Balad Southeast Air Base,Al-Bakir Air Base, Camp Anaconda, ????? ????? ??????
5289;ORBI;large_airport;Baghdad International Airport / New Al Muthana Air Base;33262501;442346;114;AS;IQ;IQ-BG;Baghdad;yes;ORBI;BGW;;;https://en.wikipedia.org/wiki/Baghdad_International_Airport;SDA, BIAP, VBC, ORBS, Camp Sather, Saddam International Airport, Al Anbar Airport
5290;ORBM;medium_airport;Mosul International Airport;36305801;431474;719;AS;IQ;IQ-NI;Mosul;no;ORBM;OSM;;;https://en.wikipedia.org/wiki/Mosul_International_Airport;OSB
5292;ORER;medium_airport;Erbil International Airport;3,62376E+15;4,39632E+16;1341;AS;IQ;IQ-AR;Arbil;yes;ORER;EBL;;;https://en.wikipedia.org/wiki/Erbil_International_Airport;Irbil, Kurdistan, ???????????? ???????????? ???????
5293;ORKK;medium_airport;Kirkuk Air Base;3,54695E+15;4,43489E+16;1061;AS;IQ;IQ-TS;Kirkuk;no;ORKK;KIK;;;;
5294;ORMM;medium_airport;Basra International Airport;30549101;47662102;11;AS;IQ;IQ-BA;Basra;yes;ORMM;BSR;;http://www.basrainternationalairport.com;https://en.wikipedia.org/wiki/Basra_International_Airport;Basrah
311028;ORNI;medium_airport;Al Najaf International Airport;31989853;44404317;103;AS;IQ;IQ-NA;Najaf;yes;ORNI;NJF;;http://www.alnajafairport.net/;https://en.wikipedia.org/wiki/Al_Najaf_International_Airport;
5295;ORQW;medium_airport;Qayyarah West Airport;3576720047;4,31251E+16;749;AS;IQ;IQ-NI;Qayyarah;no;ORQW;RQW;;;;
